customer_country,customer_customer_id,event_day,event_hour,event_id,event_month,event_time,event_year,order_basket_value,order_channel,order_device,order_discount,order_id,order_is_returned,order_main_category,order_n_items,order_order_total,order_shipping_fee,price_average_per_item
FR,CUST-0420,2,0,be263f40-98b4-4330-9a9e-fa4befe216b2,2,2026-02-02 00:28:04.849094+00:00,2026,296.63,seo,desktop,5.31,ORD-00526,False,beauty,4,291.32,0.0,74.1575
BE,CUST-0180,2,0,ee352216-9ca8-449f-9661-6f10ca9a0882,2,2026-02-02 00:23:04.824138+00:00,2026,363.73,affiliate,mobile,0.0,ORD-04904,False,fashion,1,363.73,0.0,363.73
IT,CUST-0363,2,0,9654b5f7-1398-43a1-bc6d-bb22718a6b95,2,2026-02-02 00:05:04.804381+00:00,2026,40.4,ads,mobile,11.25,ORD-00159,True,fashion,7,33.17,4.02,5.771428571428571
BE,CUST-0547,2,0,f942b320-0c53-4b54-868b-f07c3fd9f3d3,2,2026-02-02 00:05:04.784755+00:00,2026,142.48,ads,desktop,0.0,ORD-03474,False,beauty,4,142.48,0.0,35.62
BE,CUST-0511,2,0,718d010b-d0c0-43f9-863f-4c1a756835f0,2,2026-02-02 00:02:04.788573+00:00,2026,157.16,affiliate,desktop,11.73,ORD-01616,False,home,4,145.43,0.0,39.29
BE,CUST-0380,1,23,d09de63f-2cea-4386-a200-6a63b585fc17,2,2026-02-01 23:44:04.829510+00:00,2026,140.34,affiliate,mobile,0.0,ORD-00784,True,fashion,4,140.34,0.0,35.085
ES,CUST-0399,1,23,065b2072-84a6-45d3-83d5-e62ce4a7c838,2,2026-02-01 23:25:04.792126+00:00,2026,454.03,affiliate,desktop,26.38,ORD-00811,False,home,5,427.65,0.0,90.806
BE,CUST-0164,1,23,41b08b4a-5d27-4b8e-8841-065751c18d50,2,2026-02-01 23:10:04.845984+00:00,2026,133.49,direct,tablet,0.0,ORD-00723,True,fashion,1,133.49,0.0,133.49
ES,CUST-0433,1,23,0380b52b-832c-4fee-b273-fe7229fee7cf,2,2026-02-01 23:07:04.800144+00:00,2026,393.88,ads,mobile,20.11,ORD-00732,True,home,7,373.77,0.0,56.26857142857143
BE,CUST-0565,1,22,4aed0138-0b9b-405f-b0cb-56288bd440e0,2,2026-02-01 22:59:04.831131+00:00,2026,39.21,direct,mobile,0.0,ORD-01760,False,electronics,6,44.15,4.94,6.535
DE,CUST-0249,1,22,e93045dc-fc82-4478-834d-58f53c9fcadc,2,2026-02-01 22:56:11.799224+00:00,2026,319.77,email,mobile,0.0,ORD-00433,True,home,8,319.77,0.0,39.97125
IT,CUST-0178,1,22,e2af6bc4-6b5b-4e12-b7cb-a812b3611b95,2,2026-02-01 22:49:04.784933+00:00,2026,392.13,affiliate,desktop,0.0,ORD-01785,False,beauty,1,392.13,0.0,392.13
BE,CUST-0118,1,22,1d6206d3-3893-4fcf-b3b0-55e40d4a36fb,2,2026-02-01 22:47:04.844463+00:00,2026,433.37,seo,mobile,0.0,ORD-04133,True,sports,2,433.37,0.0,216.685
DE,CUST-0470,1,22,53018d6e-bd4f-4d96-928b-57b495dbce37,2,2026-02-01 22:26:04.784580+00:00,2026,460.6,ads,tablet,0.0,ORD-03780,True,electronics,6,460.6,0.0,76.76666666666667
ES,CUST-0336,1,22,2ef18306-da86-4025-8944-7b0124c0bc1f,2,2026-02-01 22:25:04.840401+00:00,2026,10.7,direct,tablet,4.77,ORD-02584,False,fashion,4,13.95,8.02,2.675
FR,CUST-0116,1,22,682eff2f-c482-4d4b-a57d-d41043cca62f,2,2026-02-01 22:18:04.803887+00:00,2026,298.11,ads,mobile,0.0,ORD-03465,False,beauty,5,298.11,0.0,59.622
IT,CUST-0554,1,22,8607e4d6-8f35-4860-af7b-6ba5898d1024,2,2026-02-01 22:14:11.793912+00:00,2026,441.91,direct,desktop,0.0,ORD-00067,True,beauty,4,441.91,0.0,110.4775
BE,CUST-0347,1,22,67fb24ca-e229-435f-9265-72725ea5bf0e,2,2026-02-01 22:10:04.805715+00:00,2026,129.55,direct,tablet,0.0,ORD-02623,False,fashion,6,129.55,0.0,21.59166666666667
IT,CUST-0437,1,21,18d1bbe9-a964-4540-9334-44fb048ccffa,2,2026-02-01 21:52:11.791144+00:00,2026,223.52,direct,desktop,0.0,ORD-00400,False,electronics,7,223.52,0.0,31.931428571428572
BE,CUST-0486,1,21,3cb4cd2b-4e60-4e81-83fc-53f273e6b246,2,2026-02-01 21:46:11.783896+00:00,2026,363.22,email,mobile,18.97,ORD-00071,False,fashion,8,344.25,0.0,45.4025
BE,CUST-0297,1,21,c75a94db-6b97-4659-ba0e-46fba6ca770c,2,2026-02-01 21:43:04.824879+00:00,2026,105.12,direct,mobile,0.0,ORD-02975,False,sports,7,105.12,0.0,15.017142857142858
IT,CUST-0340,1,21,522e0238-bb3c-4eb4-aea7-97c29b2baf32,2,2026-02-01 21:38:04.848370+00:00,2026,468.1,ads,mobile,0.0,ORD-03327,False,sports,6,468.1,0.0,78.01666666666667
DE,CUST-0372,1,21,6fd1dec4-b57d-4740-a779-e12508369175,2,2026-02-01 21:36:11.809761+00:00,2026,41.35,affiliate,mobile,0.0,ORD-03354,True,electronics,8,45.87,4.52,5.16875
ES,CUST-0597,1,21,17107d6c-8203-4343-a2f0-92b08fdb7213,2,2026-02-01 21:30:04.800052+00:00,2026,340.31,email,desktop,22.39,ORD-03604,False,electronics,5,317.92,0.0,68.062
ES,CUST-0155,1,21,58d21c31-471e-4445-8aad-151ae7dbed79,2,2026-02-01 21:17:04.856347+00:00,2026,472.56,email,desktop,0.0,ORD-02514,True,electronics,5,472.56,0.0,94.512
ES,CUST-0223,1,21,dff10dc0-d098-4c19-8860-9bc6a5d89470,2,2026-02-01 21:12:04.834520+00:00,2026,369.45,email,tablet,0.0,ORD-04806,False,beauty,6,369.45,0.0,61.574999999999996
DE,CUST-0060,1,21,e75e5257-e0d0-44e2-a43f-e9863d49dd7e,2,2026-02-01 21:11:04.848575+00:00,2026,337.16,email,desktop,0.0,ORD-00465,False,home,7,337.16,0.0,48.16571428571429
BE,CUST-0090,1,21,7fd26393-28c0-49d5-a432-00b4f7db5531,2,2026-02-01 21:10:04.793354+00:00,2026,236.92,seo,desktop,28.88,ORD-02462,False,fashion,4,208.04,0.0,59.23
FR,CUST-0400,1,21,56f03320-9083-4221-9c88-7809ceaf1c07,2,2026-02-01 21:09:11.779482+00:00,2026,367.44,email,mobile,0.0,ORD-01178,True,fashion,7,367.44,0.0,52.49142857142857
DE,CUST-0398,1,21,fb01de3e-fca9-40c2-8353-8a2b1b742b9f,2,2026-02-01 21:04:04.834002+00:00,2026,410.21,direct,mobile,0.0,ORD-01827,False,electronics,2,410.21,0.0,205.105
ES,CUST-0449,1,20,37b62d6b-640c-436d-9914-34ea73df195b,2,2026-02-01 20:54:04.832526+00:00,2026,151.57,seo,mobile,24.34,ORD-00855,False,fashion,4,127.23,0.0,37.8925
ES,CUST-0080,1,20,620b783c-a04d-4c5a-ac90-a50593d09deb,2,2026-02-01 20:49:04.790555+00:00,2026,236.9,direct,desktop,0.0,ORD-02154,False,beauty,6,236.9,0.0,39.483333333333334
DE,CUST-0422,1,20,f476a51f-ea9c-4bd8-9428-07b1d6e2bb01,2,2026-02-01 20:40:04.828135+00:00,2026,91.14,seo,desktop,0.0,ORD-01444,True,fashion,5,91.14,0.0,18.228
IT,CUST-0365,1,20,bf6a1d1c-c450-4a7a-b1c2-a25d1c662a87,2,2026-02-01 20:39:04.785407+00:00,2026,218.9,ads,mobile,0.0,ORD-04411,False,fashion,1,218.9,0.0,218.9
ES,CUST-0576,1,20,078b2870-f6ee-465b-889c-353221771930,2,2026-02-01 20:17:04.831892+00:00,2026,322.96,email,desktop,0.0,ORD-04892,False,sports,3,322.96,0.0,107.65333333333332
ES,CUST-0112,1,20,3f16525f-6e44-4b8e-9b3e-ce5eb5401031,2,2026-02-01 20:04:11.757890+00:00,2026,216.85,ads,mobile,2.98,ORD-02769,True,electronics,4,213.87,0.0,54.2125
ES,CUST-0051,1,20,5d259daf-efd4-441b-971a-99ecf2891c2b,2,2026-02-01 20:00:04.804163+00:00,2026,134.25,ads,tablet,0.0,ORD-02863,True,electronics,7,134.25,0.0,19.178571428571427
ES,CUST-0146,1,19,3cd3d44e-cf6d-4c5f-ab21-6a1ddd5f00db,2,2026-02-01 19:50:04.791310+00:00,2026,51.77,ads,desktop,0.0,ORD-02237,False,home,1,59.47,7.7,51.77
FR,CUST-0564,1,19,ece4a8bd-2c2b-40d5-b4af-7bbe8647ba7b,2,2026-02-01 19:48:04.816320+00:00,2026,135.95,affiliate,mobile,0.0,ORD-04024,True,electronics,4,135.95,0.0,33.9875
ES,CUST-0440,1,19,95f266fb-6c0c-45af-adfb-32e10f453292,2,2026-02-01 19:45:04.838179+00:00,2026,40.17,email,mobile,16.56,ORD-00322,False,home,6,29.15,5.54,6.695
DE,CUST-0303,1,19,a110d62f-05d4-426c-8761-3a6ea9f46e9d,2,2026-02-01 19:41:11.761809+00:00,2026,80.3,ads,desktop,0.0,ORD-03854,False,sports,2,80.3,0.0,40.15
BE,CUST-0209,1,19,b6a8e4bf-829d-4328-81f6-6969c2b21b98,2,2026-02-01 19:36:04.792985+00:00,2026,38.43,seo,mobile,6.1,ORD-02845,False,electronics,8,40.76,8.43,4.80375
ES,CUST-0060,1,19,344d5e2c-7dfe-47cd-81e7-d7f77493ca5b,2,2026-02-01 19:32:11.785496+00:00,2026,105.23,affiliate,tablet,0.0,ORD-02799,True,electronics,8,105.23,0.0,13.15375
BE,CUST-0423,1,19,37136d35-0ef6-4467-bd30-3b3dd606c3fa,2,2026-02-01 19:29:11.813262+00:00,2026,288.19,affiliate,tablet,0.0,ORD-00358,False,beauty,4,288.19,0.0,72.0475
ES,CUST-0374,1,19,e79bd9ef-1bb8-4bf3-a9be-02e510d384a0,2,2026-02-01 19:19:02.437713+00:00,2026,463.83,direct,tablet,0.0,ORD-02402,False,fashion,7,463.83,0.0,66.26142857142857
DE,CUST-0250,1,19,3fd7c4d3-d5cc-45fe-ba65-025b0fbadb43,2,2026-02-01 19:11:02.438208+00:00,2026,495.81,seo,mobile,0.0,ORD-03957,True,electronics,2,495.81,0.0,247.905
BE,CUST-0100,1,19,1be6cf51-6b21-40bd-80e6-1ad493e875ad,2,2026-02-01 19:08:02.438983+00:00,2026,35.56,direct,desktop,0.0,ORD-01359,False,electronics,4,37.94,2.38,8.89
IT,CUST-0046,1,19,b3a4d1ae-ba3c-428d-ad1f-82e428fa8464,2,2026-02-01 19:07:02.465933+00:00,2026,62.07,email,desktop,0.0,ORD-00314,True,beauty,2,64.34,2.27,31.035
DE,CUST-0208,1,19,a90b494a-c688-4ecd-a6c7-0623886505c5,2,2026-02-01 19:06:02.469297+00:00,2026,93.73,seo,desktop,0.0,ORD-00498,False,sports,3,93.73,0.0,31.243333333333336
DE,CUST-0400,1,19,8fcb3159-2558-4c37-aa1e-87768895369a,2,2026-02-01 19:02:02.423981+00:00,2026,492.95,ads,mobile,14.59,ORD-00004,False,home,4,478.36,0.0,123.2375
ES,CUST-0570,1,18,ee891e7e-43d9-49c6-b215-747482e0a3ae,2,2026-02-01 18:59:04.792738+00:00,2026,180.64,ads,desktop,0.0,ORD-02320,False,sports,2,180.64,0.0,90.32
DE,CUST-0569,1,18,e7d6acfe-7216-422e-b2df-79458d65f47b,2,2026-02-01 18:55:02.379705+00:00,2026,198.28,email,desktop,0.0,ORD-03660,False,home,3,198.28,0.0,66.09333333333333
FR,CUST-0015,1,18,d246103d-61f0-44bc-a5d7-865194f83e01,2,2026-02-01 18:52:11.769011+00:00,2026,89.28,email,desktop,9.59,ORD-04342,False,sports,7,79.69,0.0,12.754285714285714
FR,CUST-0156,1,18,c6b7b891-be11-479e-ba04-0df6410a0292,2,2026-02-01 18:47:04.862935+00:00,2026,88.83,ads,tablet,0.0,ORD-01559,True,sports,1,88.83,0.0,88.83
IT,CUST-0547,1,18,c1fb6484-63f6-47eb-ab10-5da0f556aef7,2,2026-02-01 18:43:04.790712+00:00,2026,452.43,affiliate,desktop,0.0,ORD-03948,False,sports,7,452.43,0.0,64.63285714285715
FR,CUST-0383,1,18,8adaa5e7-9462-4666-8f23-ac823bbe1e6f,2,2026-02-01 18:42:02.373922+00:00,2026,235.25,affiliate,desktop,0.0,ORD-04451,False,home,2,235.25,0.0,117.625
FR,CUST-0576,1,18,82a5516b-3564-4da5-adda-ffa30ef22fb3,2,2026-02-01 18:40:11.774272+00:00,2026,53.52,affiliate,mobile,0.0,ORD-03013,False,fashion,3,56.78,3.26,17.84
ES,CUST-0159,1,18,3a9ae5a7-4d5e-4aa5-bf19-8d949143f019,2,2026-02-01 18:38:02.422201+00:00,2026,376.76,ads,mobile,9.49,ORD-03358,False,sports,3,367.27,0.0,125.58666666666666
BE,CUST-0364,1,18,6f71a3e9-eeda-4a7c-8883-792294b3f64c,2,2026-02-01 18:36:11.783614+00:00,2026,26.62,affiliate,desktop,0.0,ORD-02035,False,sports,6,29.1,2.48,4.4366666666666665
DE,CUST-0035,1,18,0edc2086-14f8-4bcb-859f-dd13d1b444b5,2,2026-02-01 18:28:04.799856+00:00,2026,185.88,ads,desktop,0.0,ORD-04790,False,electronics,6,185.88,0.0,30.98
ES,CUST-0160,1,18,1d1287ca-1fb8-4e08-b2f0-19f21afd4894,2,2026-02-01 18:26:11.805024+00:00,2026,11.19,email,mobile,0.0,ORD-04353,False,home,8,17.31,6.12,1.39875
IT,CUST-0545,1,18,acfb1cd5-3b34-4bd4-a5a7-29e889e78dfa,2,2026-02-01 18:26:11.784841+00:00,2026,251.22,direct,mobile,0.0,ORD-02752,False,beauty,3,251.22,0.0,83.74
FR,CUST-0479,1,18,5d049248-d085-46ff-8e93-c72ae34b7bb5,2,2026-02-01 18:26:04.819754+00:00,2026,353.31,ads,tablet,0.0,ORD-03122,False,beauty,7,353.31,0.0,50.472857142857144
DE,CUST-0057,1,18,8c2560f1-0918-4dce-a523-0dd4542a6c30,2,2026-02-01 18:25:02.387895+00:00,2026,232.47,direct,mobile,3.51,ORD-04798,False,sports,1,228.96,0.0,232.47
IT,CUST-0383,1,18,f0dbd18b-98ab-4c0d-bf20-7ff9d8df62a4,2,2026-02-01 18:21:02.381189+00:00,2026,118.09,seo,tablet,0.0,ORD-04949,False,sports,6,118.09,0.0,19.68166666666667
FR,CUST-0323,1,18,30f8f482-0062-4cbb-84db-0fc18ae896da,2,2026-02-01 18:12:02.426476+00:00,2026,137.35,seo,desktop,25.13,ORD-02181,False,beauty,6,112.22,0.0,22.891666666666666
BE,CUST-0159,1,18,411b380d-3699-48c4-a4a4-c08a06b52ee5,2,2026-02-01 18:08:11.805200+00:00,2026,13.64,affiliate,desktop,17.94,ORD-02188,False,fashion,5,2.45,6.75,2.728
FR,CUST-0221,1,18,829cda7d-e18b-4f1e-b66b-43da24bdfc24,2,2026-02-01 18:06:11.805146+00:00,2026,440.75,direct,desktop,0.0,ORD-03652,False,electronics,1,440.75,0.0,440.75
FR,CUST-0458,1,18,89201593-894e-45f2-b613-c0364f75d65b,2,2026-02-01 18:05:04.831029+00:00,2026,413.37,seo,tablet,0.0,ORD-04328,False,sports,7,413.37,0.0,59.05285714285714
IT,CUST-0170,1,18,db4b79e0-1338-4731-a886-0c3489e264d2,2,2026-02-01 18:04:11.764126+00:00,2026,164.64,seo,desktop,0.0,ORD-00496,True,beauty,8,164.64,0.0,20.58
IT,CUST-0298,1,18,a39be22f-13f9-447a-ba8d-048352341563,2,2026-02-01 18:03:11.783307+00:00,2026,333.31,affiliate,desktop,16.89,ORD-00533,False,beauty,3,316.42,0.0,111.10333333333334
IT,CUST-0042,1,17,a7bc78a2-68ae-4bd7-847a-7cee0e5c203d,2,2026-02-01 17:53:11.800467+00:00,2026,243.28,direct,desktop,0.0,ORD-02754,False,fashion,3,243.28,0.0,81.09333333333333
DE,CUST-0578,1,17,d0a80f60-6e69-4f52-9fc3-59ac64de7a0b,2,2026-02-01 17:51:04.871358+00:00,2026,457.43,email,desktop,13.25,ORD-02847,False,fashion,4,444.18,0.0,114.3575
ES,CUST-0314,1,17,57413b9a-16f3-44f4-a2b3-3b1687329b17,2,2026-02-01 17:50:02.462919+00:00,2026,197.29,email,desktop,0.0,ORD-00391,False,sports,8,197.29,0.0,24.66125
DE,CUST-0187,1,17,ae2f1caf-b930-4fe0-9256-609bc019c077,2,2026-02-01 17:49:04.790067+00:00,2026,408.23,email,desktop,5.52,ORD-04830,True,home,5,402.71,0.0,81.646
FR,CUST-0224,1,17,96663496-1033-4814-9cdb-c9c8ae2a7506,2,2026-02-01 17:45:11.754111+00:00,2026,93.41,affiliate,mobile,0.0,ORD-04866,False,sports,7,93.41,0.0,13.344285714285714
BE,CUST-0278,1,17,a9dbb51c-35a8-4195-ba1b-789fb39e9c8c,2,2026-02-01 17:43:11.779106+00:00,2026,220.46,direct,mobile,23.79,ORD-00164,True,electronics,2,196.67,0.0,110.23
ES,CUST-0411,1,17,b53f9d72-d919-4196-9a11-1e3014f8070e,2,2026-02-01 17:38:04.806225+00:00,2026,135.8,direct,tablet,0.0,ORD-00493,True,fashion,3,135.8,0.0,45.26666666666667
ES,CUST-0007,1,17,bb147b97-0b07-4664-bab2-4ec537f694bd,2,2026-02-01 17:25:11.794974+00:00,2026,479.82,ads,desktop,0.0,ORD-01273,False,sports,6,479.82,0.0,79.97
BE,CUST-0121,1,17,e9f522de-e683-4462-a8cc-ed7631be77e5,2,2026-02-01 17:22:04.830993+00:00,2026,298.81,seo,mobile,0.0,ORD-01200,True,electronics,6,298.81,0.0,49.80166666666667
DE,CUST-0336,1,17,0260b352-9d7e-44e5-aebd-54e41eecd292,2,2026-02-01 17:08:02.421285+00:00,2026,309.46,email,mobile,0.0,ORD-03127,False,home,1,309.46,0.0,309.46
IT,CUST-0478,1,16,de83c104-4904-4dd0-8b62-7d3b7fe3cb6d,2,2026-02-01 16:59:02.368512+00:00,2026,429.35,seo,mobile,0.0,ORD-04663,True,electronics,3,429.35,0.0,143.11666666666667
BE,CUST-0048,1,16,9deba814-e585-447c-834f-11c3302e508f,2,2026-02-01 16:52:11.785102+00:00,2026,17.38,seo,tablet,0.0,ORD-04771,True,fashion,5,24.62,7.24,3.476
IT,CUST-0145,1,16,d339a8d6-94b5-4695-845a-51f9d1f624a6,2,2026-02-01 16:50:02.462242+00:00,2026,200.85,direct,desktop,0.0,ORD-03281,False,sports,7,200.85,0.0,28.692857142857143
FR,CUST-0595,1,16,82557e0e-01bb-446a-aac8-ed720f86ff51,2,2026-02-01 16:47:02.395457+00:00,2026,48.24,email,mobile,0.0,ORD-00537,False,beauty,4,30.31,4.94,12.06
FR,CUST-0049,1,16,031e0940-a0c5-477b-ac74-af190719146a,2,2026-02-01 16:46:02.389059+00:00,2026,64.92,seo,tablet,0.0,ORD-03341,False,beauty,3,70.23,5.31,21.64
ES,CUST-0190,1,16,49f720e8-5eaa-4fce-8c64-f1bf47c33dc2,2,2026-02-01 16:45:04.833947+00:00,2026,207.95,email,mobile,23.98,ORD-04887,True,beauty,6,183.97,0.0,34.65833333333333
ES,CUST-0568,1,16,7d181f4a-1813-496f-b121-3d162a770251,2,2026-02-01 16:43:11.751711+00:00,2026,363.73,direct,mobile,0.0,ORD-03427,False,fashion,8,363.73,0.0,45.46625
BE,CUST-0434,1,16,9eaa7c54-0b7a-4b33-85af-ee107f87b08c,2,2026-02-01 16:41:04.795116+00:00,2026,477.42,email,desktop,0.0,ORD-02396,False,fashion,2,477.42,0.0,238.71
BE,CUST-0196,1,16,0026555d-119e-48af-a268-e542c4f3a381,2,2026-02-01 16:35:02.417039+00:00,2026,324.48,email,tablet,4.84,ORD-00172,False,home,6,319.64,0.0,54.080000000000005
BE,CUST-0215,1,16,d5b98537-e50c-4418-a4ea-cc3abca96e4b,2,2026-02-01 16:33:11.762735+00:00,2026,494.92,ads,desktop,0.0,ORD-00879,False,beauty,8,494.92,0.0,61.865
FR,CUST-0305,1,16,0268ed57-0061-46ae-81cb-392c96814d4e,2,2026-02-01 16:30:02.447405+00:00,2026,99.92,ads,tablet,0.0,ORD-01765,False,electronics,3,99.92,0.0,33.306666666666665
BE,CUST-0089,1,16,1543dbbb-4e32-452f-85d2-8e86b34a5d25,2,2026-02-01 16:29:11.791500+00:00,2026,418.7,affiliate,mobile,0.0,ORD-01800,False,beauty,5,418.7,0.0,83.74
DE,CUST-0129,1,16,b61bf53c-b280-4885-b8e1-5c57e12ddaea,2,2026-02-01 16:26:04.865983+00:00,2026,421.25,ads,mobile,0.0,ORD-04762,False,electronics,8,421.25,0.0,52.65625
ES,CUST-0329,1,16,9fb42d3b-3413-4366-8079-d64336d004a8,2,2026-02-01 16:17:04.799052+00:00,2026,262.36,seo,tablet,0.0,ORD-01686,False,sports,3,262.36,0.0,87.45333333333333
DE,CUST-0279,1,16,928dff87-c4c4-47b3-b2ad-130e70af29ba,2,2026-02-01 16:15:04.841937+00:00,2026,282.92,affiliate,desktop,19.11,ORD-02195,True,fashion,1,263.81,0.0,282.92
BE,CUST-0598,1,16,29d4c2e3-f7eb-4723-ac7b-7cf7635d2f5e,2,2026-02-01 16:06:02.439245+00:00,2026,232.75,direct,desktop,0.0,ORD-01875,False,fashion,2,232.75,0.0,116.375
IT,CUST-0348,1,16,696d015e-a648-4433-b35d-e60e81dd9f2b,2,2026-02-01 16:05:04.854638+00:00,2026,130.7,direct,mobile,0.0,ORD-00492,True,beauty,4,130.7,0.0,32.675
ES,CUST-0579,1,16,659ca402-959c-469d-9909-4682e29ee2c2,2,2026-02-01 16:01:11.799046+00:00,2026,131.47,affiliate,tablet,0.0,ORD-00956,False,beauty,1,131.47,0.0,131.47
FR,CUST-0028,1,15,ac06adde-24c3-4db6-b070-988945077ed2,2,2026-02-01 15:52:11.819474+00:00,2026,112.5,ads,mobile,18.85,ORD-01441,False,sports,5,93.65,0.0,22.5
ES,CUST-0343,1,15,f1f57d56-152a-4f93-881b-db8bea1c4d51,2,2026-02-01 15:50:11.759182+00:00,2026,413.0,affiliate,mobile,0.0,ORD-03500,True,home,6,413.0,0.0,68.83333333333333
DE,CUST-0327,1,15,78979a33-a6fb-4241-a579-ebc5dc452b0f,2,2026-02-01 15:47:04.808455+00:00,2026,228.41,ads,desktop,0.0,ORD-04785,True,fashion,6,228.41,0.0,38.068333333333335
BE,CUST-0507,1,15,cab3daca-7456-4eb5-b9ef-84af170cc880,2,2026-02-01 15:40:02.458126+00:00,2026,176.06,email,desktop,0.0,ORD-04412,False,beauty,2,176.06,0.0,88.03
ES,CUST-0464,1,15,1d87412b-dffc-4e12-b4be-d9533b37564a,2,2026-02-01 15:38:11.763224+00:00,2026,105.65,seo,mobile,0.0,ORD-02402,False,sports,3,105.65,0.0,35.21666666666667
IT,CUST-0017,1,15,22e13a9e-c9fe-474d-b81a-2b52cd6c1f9e,2,2026-02-01 15:38:02.375162+00:00,2026,265.61,direct,desktop,0.0,ORD-04045,True,home,8,265.61,0.0,33.20125
BE,CUST-0120,1,15,2402c537-6629-47cf-961e-22c1d4ae3644,2,2026-02-01 15:24:11.771843+00:00,2026,134.97,ads,tablet,0.0,ORD-03514,False,fashion,6,134.97,0.0,22.495
FR,CUST-0163,1,15,9f8d9b78-6ab4-4ccc-b6a0-8716a5e60863,2,2026-02-01 15:13:02.393764+00:00,2026,421.77,email,tablet,0.0,ORD-04847,False,fashion,7,421.77,0.0,60.25285714285714
IT,CUST-0078,1,15,37861b5a-b814-43bb-b967-c1c17ea57320,2,2026-02-01 15:10:04.873571+00:00,2026,430.0,affiliate,tablet,10.1,ORD-04472,True,sports,2,419.9,0.0,215.0
FR,CUST-0417,1,15,8891c8e2-5fca-4227-898b-7b75c6f2d7cd,2,2026-02-01 15:06:02.398029+00:00,2026,81.23,direct,tablet,8.83,ORD-04825,True,electronics,2,72.4,0.0,40.615
BE,CUST-0003,1,15,f92e5eed-3f10-4b7e-8262-444f66e55d65,2,2026-02-01 15:04:11.763174+00:00,2026,185.42,affiliate,desktop,0.0,ORD-02551,False,beauty,7,185.42,0.0,26.488571428571426
FR,CUST-0139,1,15,c77b510a-5a57-4173-bd88-9a5b18427c0b,2,2026-02-01 15:04:11.754737+00:00,2026,335.31,ads,mobile,0.0,ORD-01114,False,fashion,5,335.31,0.0,67.062
ES,CUST-0417,1,15,113ef13d-beac-40b9-9f46-3a369f27f1de,2,2026-02-01 15:03:11.746100+00:00,2026,73.2,seo,mobile,0.0,ORD-00261,False,home,5,76.13,2.93,14.64
BE,CUST-0023,1,15,287d16c9-ad6f-40bf-91fd-f7c4ce39dd16,2,2026-02-01 15:01:02.415668+00:00,2026,403.39,email,desktop,3.94,ORD-02784,False,beauty,6,399.45,0.0,67.23166666666667
