order_n_items,order_basket_value,order_shipping_fee,order_discount,order_order_total,order_is_returned,event_year,event_month,event_day,event_hour,price_average_per_item,customer_country_DE,customer_country_ES,customer_country_FR,customer_country_IT,order_device_mobile,order_device_tablet,order_channel_affiliate,order_channel_direct,order_channel_email,order_channel_seo,order_main_category_electronics,order_main_category_fashion,order_main_category_home,order_main_category_sports
0.5,-0.9416538295023208,0.0,0.9163064833005893,-0.9332018983546915,False,0.0,0.0,0.9375,0.75,-0.7230940881130995,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,-0.7554696388477765,0.0,0.0,-0.7117407343421307,False,0.0,0.0,0.9375,0.75,-0.589536555316023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.75,-0.4239385427049668,0.0,0.0,-0.40800398369935265,False,0.0,0.0,0.9375,0.75,-0.4801346164735626,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.75,-0.6673915888885534,0.0,2.1956777996070724,-0.7105212345402995,False,0.0,0.0,0.9375,0.75,0.4062975355751021,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.25,0.9263901893859303,0.0,0.0,0.9549496448206827,True,0.0,0.0,0.9375,0.75,0.5422988274699302,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.75,0.7762910159986307,0.0,0.0,0.8034471194398431,False,0.0,0.0,0.9375,0.6666666666666666,0.09680418968849173,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.14427965888382122,0.0,0.0,-0.12573042956880523,False,0.0,0.0,0.9375,0.6666666666666666,-0.39804250830866794,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.75,0.29296926128411915,0.0,0.36620825147347735,0.30613510025304613,False,0.0,0.0,0.9375,0.6666666666666666,-0.13552392965755264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,-0.6609881092618882,0.0,0.0,-0.6472698448186502,False,0.0,0.0,0.9375,0.6666666666666666,-0.46634128383177803,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.75,0.06324946385960667,0.0,2.5,-0.0013414497820144612,False,0.0,0.0,0.9375,0.6666666666666666,2.132051639656203,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.9384319529606024,0.0,2.5,0.9019014034410219,False,0.0,0.0,0.9375,0.6666666666666666,0.8791039399404418,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.25,-0.9027496702610728,0.0,0.462082514734774,-0.882999156512637,False,0.0,0.0,0.9375,0.6666666666666666,-0.638149744613623,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,0.5695270889338607,0.0,2.5,0.4817837217101453,False,0.0,0.0,0.9375,0.5833333333333334,1.013171906708028,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.25,-0.964488879491749,0.0,0.0,-0.9187711506996881,True,0.0,0.0,0.9375,0.5833333333333334,-0.7301995096671902,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.5,-0.8550658974436424,0.0,0.0,-0.8098291684027601,False,0.0,0.0,0.9375,0.5833333333333334,-0.49479910696640733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.25,0.01427694042548902,0.0,0.0,0.0343085944248534,False,0.0,0.0,0.9375,0.5833333333333334,-0.07152286619967223,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.25,-0.948500317153472,0.0,0.0,-0.9055192528531215,False,0.0,0.0,0.9375,0.5833333333333334,-0.7194397422534304,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5,-0.6940123438145005,0.0,0.0,-0.667472891535655,False,0.0,0.0,0.9375,0.5833333333333334,-0.5842153941013256,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.6910321080134112,0.0,0.0,-0.6775947398908547,False,0.0,0.0,0.9375,0.5833333333333334,-0.4916145410441988,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.25,-0.23392837365713195,0.0,0.0,-0.21621731486468632,True,0.0,0.0,0.9375,0.5,0.1120075074447698,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.25,0.6505975574148466,0.0,0.0,0.6765784900559952,True,0.0,0.0,0.9375,0.5,1.1041014272953436,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.25,-0.11862546692038949,0.0,0.0,-0.09983638377658764,False,0.0,0.0,0.9375,0.5,-0.16096173890850693,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.75,-0.8687185992891735,0.0,0.0,-0.8433654129531204,False,0.0,0.0,0.9375,0.5,-0.2711341684725715,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.5,-0.09115896940224129,0.0,1.8216110019646363,-0.11922643062570508,False,0.0,0.0,0.9375,0.5,0.7904103911708474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9965868245386171,0.0,0.0,1.0258025833070803,True,0.0,0.0,0.9375,0.4166666666666667,0.9280242930433044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.75,0.018666747213580172,0.0,1.405108055009823,0.0023983496102682024,False,0.0,0.0,0.9375,0.4166666666666667,-0.2673785101813346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.5,-0.230223215634156,0.0,0.0,-0.2124775154724038,False,0.0,0.0,0.9375,0.4166666666666667,-0.3241199248803811,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.6768558512298507,0.0,0.0,0.7030822857491286,False,0.0,0.0,0.9375,0.4166666666666667,-0.052669558372980374,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.75,0.8962656437208645,0.0,0.0,0.9245434497616893,True,0.0,0.0,0.9375,0.4166666666666667,0.15447483942866877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.4979208827941724,0.0,1.4758349705304519,0.4843040213005966,False,0.0,0.0,0.9375,0.4166666666666667,0.5085424286945199,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.75,0.19284944775022397,0.0,0.0,0.21455066513551693,False,0.0,0.0,0.9375,0.3333333333333333,-0.18365056116278275,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.75,0.39514302111335975,0.0,0.0,0.418735581955468,False,0.0,0.0,0.9375,0.3333333333333333,2.132051639656203,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.75,0.8144299795612205,0.0,0.0,0.8419426631843171,True,0.0,0.0,0.9375,0.3333333333333333,0.11513722268746701,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.75,-0.4113329507354941,0.0,0.0,-0.39528053576691297,False,0.0,0.0,0.9375,0.3333333333333333,-0.47407522964285587,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.5,0.5553911056070718,0.0,2.2554027504911587,0.5221491651507607,False,0.0,0.0,0.9375,0.3333333333333333,1.8781768021311747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5,0.09325318915435798,0.0,2.5,0.011544598124002818,False,0.0,0.0,0.9375,0.25,1.100668420060055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.25,-0.8485818709034343,0.0,0.0,-0.8128779179073383,False,0.0,0.0,0.9375,0.25,-0.6521979715896065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.4812476716907804,0.0,0.0,0.5056452678326441,True,0.0,0.0,0.9375,0.25,-0.04502030846408895,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.75,-0.15797263418612387,0.0,0.0,-0.1395514273228931,False,0.0,0.0,0.9375,0.25,2.1204070823842684,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.25,-0.05088551263076296,0.0,0.0,-0.03146309488724712,True,0.0,0.0,0.9375,0.16666666666666666,-0.11537501651570092,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.25,0.350882492121505,0.0,0.0,0.3740612392150487,False,0.0,0.0,0.9375,0.16666666666666666,0.7679377451240571,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,0.7452804542845923,0.0,1.9410609037328093,0.721943882684119,True,0.0,0.0,0.9375,0.16666666666666666,2.132051639656203,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.1020328027305404,0.0,0.0,-0.08308858649810469,False,0.0,0.0,0.9375,0.16666666666666666,-0.38027330802996195,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.25,-0.4882149797122462,0.0,2.5,-0.5396693123037367,False,0.0,0.0,0.9375,0.16666666666666666,-0.1732031199711808,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.75,-0.42522729332165404,0.0,0.0,-0.40930478348797267,True,0.0,0.0,0.9375,0.16666666666666666,1.2211398713299855,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.75,-0.48970509761279096,0.0,2.01335952848723,-0.5264580644505645,False,0.0,0.0,0.9375,0.16666666666666666,1.004182848289312,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.285720039065253,0.0,0.0,0.30828954990294816,False,0.0,0.0,0.9375,0.16666666666666666,0.33003734524647077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.25,0.20593832120095443,0.0,2.2333988212180746,0.1699982723752806,True,0.0,0.0,0.9375,0.16666666666666666,0.6053667840740083,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.75,-0.7822917610575809,0.0,0.7245579567779961,-0.7651141756689465,False,0.0,0.0,0.9375,0.16666666666666666,-0.6523915622231755,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.5,0.9627571208505754,0.0,0.0,0.9916565888558044,True,0.0,0.0,0.9375,0.16666666666666666,0.34490994567040195,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.25,0.5978393290442101,0.0,1.2950884086444008,0.5898314041523968,False,0.0,0.0,0.9375,0.08333333333333333,1.044927223634448,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.21576504465319526,0.0,0.0,-0.19788416784382276,False,0.0,0.0,0.9375,0.08333333333333333,-0.4281095535848387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,-0.47633430996466003,0.0,0.0,-0.4608896251054359,False,0.0,0.0,0.9375,0.0,-0.3110089992219269,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.2894251970882291,0.0,2.5,0.2436154104124957,False,0.0,0.0,0.9375,0.0,-0.03269826463742805,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.75,-0.36038702791957394,0.0,0.0,-0.3438582941230272,False,0.0,0.0,0.9375,-0.08333333333333333,-0.4495860144963892,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.935612810986599,0.0,0.0,0.9642584933079948,False,0.0,0.0,0.9375,-0.08333333333333333,0.0561646759365391,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,-0.44037011306773,0.0,0.0,-0.4245891810042582,False,0.0,0.0,0.9375,-0.08333333333333333,-0.488033114323174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.75,0.46147340441598445,0.0,2.071512770137524,0.4321094297822176,False,0.0,0.0,0.9375,-0.08333333333333333,-0.054525608572322255,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.5,-0.3034806335014751,0.0,0.0,-0.28641985345677384,False,0.0,0.0,0.9375,-0.16666666666666666,0.4331969541095016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,0.022452452150099125,0.0,2.308840864440078,-0.0171542972124267,False,0.0,0.0,0.9375,-0.16666666666666666,0.981552103225107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.5,0.3797182871698834,0.0,0.0,0.40316663448542184,False,0.0,0.0,0.9375,-0.16666666666666666,1.5826219818615255,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.75,0.8829351295295051,0.0,0.0,0.9110883019481508,False,0.0,0.0,0.9375,-0.16666666666666666,2.132051639656203,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.75,-0.3204760322590389,0.0,0.0,-0.30357415066920057,True,0.0,0.0,0.9375,-0.16666666666666666,-0.4304011827097106,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,-0.17867319096666368,0.0,0.0,-0.16044552392760236,False,0.0,0.0,0.9375,-0.16666666666666666,-0.06061403399806436,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.7379909586089548,0.0,0.0,0.7647889757217915,False,0.0,0.0,0.9375,-0.16666666666666666,0.4155124497329821,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,-0.13368773975292242,0.0,0.0,-0.11503948130608434,True,0.0,0.0,0.9375,-0.25,0.7188592930037796,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,-0.7534559660092026,0.0,0.0,-0.7151959837806526,False,0.0,0.0,0.9375,-0.25,-0.6542645516029546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,-0.5455643821548314,0.0,0.562671905697446,-0.5453196613855551,False,0.0,0.0,0.9375,-0.25,0.025911299675558254,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,-0.2364253279769636,0.0,0.0,-0.21873761445513767,True,0.0,0.0,0.9375,-0.25,-0.436799353149163,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.24037212674056846,0.0,0.0,0.26251765734088073,False,0.0,0.0,0.9375,-0.25,-0.06020749366756964,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,0.22249071193403208,0.0,0.0,0.24446906027377777,False,0.0,0.0,0.9375,-0.25,1.3180997401529722,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,-0.4994110006947172,0.0,0.0,-0.48418207132041347,False,0.0,0.0,0.9375,-0.3333333333333333,-0.33042130000304903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.5,-0.6505572839580754,0.0,0.0,-0.6367414965295068,False,0.0,0.0,0.9375,-0.3333333333333333,-0.1507304739243903,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,-0.28998902548302985,0.0,0.0,-0.2728021056696579,True,0.0,0.0,0.9375,-0.3333333333333333,0.049129269661589044,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.25,0.9959424492302733,0.0,0.0,1.0251521834127701,True,0.0,0.0,0.9375,-0.3333333333333333,0.5891051708542202,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.5,0.12728426012625713,0.0,0.0,0.14837247588947255,False,0.0,0.0,0.9375,-0.3333333333333333,1.157922849938059,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5,0.12808972926168688,0.0,0.0,0.14918547575736027,False,0.0,0.0,0.9375,-0.3333333333333333,1.1592779843730414,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.5054922926672104,0.0,0.0,-0.49032022032296424,False,0.0,0.0,0.9375,-0.3333333333333333,-0.33553693249510735,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.25,-0.30050039770038567,0.0,2.5,-0.40345118443918254,False,0.0,0.0,0.9375,-0.4166666666666667,0.037339600077242595,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.75,0.83593600547719,0.0,2.5,0.7608865763559313,False,0.0,0.0,0.9375,-0.4166666666666667,0.1254749625200468,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5,-0.4003382970368805,0.0,0.0,-0.3841830875702483,False,0.0,0.0,0.9375,-0.4166666666666667,0.27024203830287474,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.8438698764611712,0.0,0.0,0.871657808355606,False,0.0,0.0,0.9375,-0.4166666666666667,0.017577222900416814,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.25,0.6637267043223487,0.0,0.0,0.689830387902562,False,0.0,0.0,0.9375,-0.4166666666666667,0.36553509177083326,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5,0.24391619093645853,0.0,0.0,0.26609485675958583,False,0.0,0.0,0.9375,-0.4166666666666667,1.3541463161235026,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.8615096505270787,0.0,2.5,0.8223087163748336,True,0.0,0.0,0.9375,-0.5,0.024996583931945135,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,0.3189859143584941,0.0,2.2396856581532414,0.28394020385971686,False,0.0,0.0,0.9375,-0.5,1.4804448454638568,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.75,0.630420555572336,0.0,0.0,0.6562128433654129,False,0.0,0.0,0.9375,-0.5,0.026685662209833875,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.75,-0.9157177233414888,0.0,2.3937131630648327,-0.9567382445300353,False,0.0,0.0,0.9375,-0.5,-0.429278357035011,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.25,0.2711007742572064,0.0,0.0,0.2935336023007897,False,0.0,0.0,0.9375,-0.5,0.6784537012673896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.25,0.0748482194097924,0.0,0.0,0.09544618448999498,False,0.0,0.0,0.9375,-0.5833333333333334,0.4583346978784241,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5,0.06566587126589546,0.0,0.0,0.08617798599607734,False,0.0,0.0,0.9375,-0.5833333333333334,-0.15818371331679304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,-0.604967730892762,0.0,0.0,-0.590725704007073,True,0.0,0.0,0.9375,-0.5833333333333334,-0.07402986490438959,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5,0.8304185418994975,0.0,0.0,0.8580807105618845,False,0.0,0.0,0.9375,-0.5833333333333334,2.132051639656203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
