event_day,event_hour,event_month,event_year,order_basket_value,order_discount,order_n_items,order_order_total,order_shipping_fee,price_average_per_item,customer_country_DE,customer_country_ES,customer_country_FR,customer_country_IT,order_channel_affiliate,order_channel_direct,order_channel_email,order_channel_seo,order_device_mobile,order_device_tablet,order_main_category_electronics,order_main_category_fashion,order_main_category_home,order_main_category_sports,order_is_returned
0.5,0.5,0.0,0.0,0.5933431906775718,0.6714774022028105,0.6,0.5892792876165797,0.0,0.0030475236939887865,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.5625,0.6666666666666666,0.0,0.0,0.5200128214407577,0.0,0.8,0.53453434926119,0.0,-0.12340520545490488,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.4375,0.75,0.0,0.0,0.9170638900664854,0.0,0.0,0.9293889008853379,0.0,0.8473676201420186,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
0.75,-0.25,0.0,0.0,-0.9936202992358836,0.0,0.2,-0.9398360942303935,0.0,-0.736854171318373,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.5625,-0.16666666666666666,0.0,0.0,0.12937247319388293,0.0,0.2,0.1460550534184738,0.0,0.004553244200714798,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.4375,-0.8333333333333334,0.0,0.0,0.5850299339282207,0.0,-0.6,0.5991917820896444,0.0,2.127658227938112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.6875,0.5833333333333334,0.0,0.0,0.29356963386514734,0.0,0.6,0.3093438627880432,0.0,-0.13831856740380852,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5625,0.0,0.0,0.0,0.7427750147343171,0.0,-0.4,0.7560642049953213,0.0,2.127658227938112,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.5625,0.08333333333333333,0.0,0.0,-0.4647979072099924,0.0,-0.6,-0.4448283308140791,0.0,1.1274228575248135,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.75,-0.16666666666666666,0.0,0.0,-0.4931291553358907,0.0,0.0,-0.4730028482997604,0.0,-0.31640610000469316,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.125,0.5833333333333334,0.0,0.0,0.2899299990694115,2.4999999999999996,0.0,0.2163062590616034,0.0,0.3298200802961543,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.3125,0.9166666666666666,0.0,0.0,0.8621384922399264,0.0,-0.2,0.8747673545773309,0.0,1.3248893901275267,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0625,1.0,0.0,0.0,-0.24890138864475306,0.0,0.8,-0.23012616836844874,0.0,-0.4406816782266013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.125,0.5,0.0,0.0,0.7557618934372835,0.0,0.6,0.7689792392880278,0.0,0.07964032719027049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.25,0.4166666666666667,0.0,0.0,0.7366124512733552,0.0,0.8,0.7499357333086548,0.0,-0.034029868576556536,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.5625,-0.75,0.0,0.0,0.020969259561796332,0.6927459172047096,0.4,0.019495943486442336,0.0,-0.18359745543961645,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.5,-0.16666666666666666,0.0,0.0,-0.4106169801371067,0.0,-0.4,-0.39094713679036724,0.0,0.26988382230173774,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.75,-0.5833333333333334,0.0,0.0,0.5145947287334691,0.0,0.0,0.5291462298588189,0.0,0.5152265458005225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.25,-0.08333333333333333,0.0,0.0,-0.6647710235438875,2.4999999999999996,0.0,-0.7506760855929502,0.0,-0.4580550013012926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.375,0.0,0.0,0.0,0.826900209899393,0.0,0.2,0.8397240131206876,0.0,0.46506576860884,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.4375,-0.5833333333333334,0.0,0.0,0.26097835864878555,0.0,0.6,0.27693288500889446,0.0,-0.15368783889733276,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.125,0.4166666666666667,0.0,0.0,0.526754417710132,0.0,0.0,0.5412386505023083,0.0,0.5252614318200888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.125,0.5833333333333334,0.0,0.0,-0.5621581379959261,0.0,0.0,-0.5416499573269169,0.0,-0.373372850911687,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.375,-0.9166666666666666,0.0,0.0,-0.5965692306101559,0.3327003418154197,-0.6,-0.584878304593269,0.0,0.6924412676154489,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.4375,-0.4166666666666667,0.0,0.0,0.045371356487752416,1.0998860615267756,0.2,0.032740023238835625,0.0,-0.0509048605768068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.9375,-0.5,0.0,0.0,0.6461592547020566,0.0,0.0,0.6599829307667787,0.0,0.6238012819510003,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.16666666666666666,0.0,0.0,-0.010877544900892312,0.3919483478921383,0.8,-0.0040308068811632505,0.0,-0.3424660846167302,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.5625,-0.5,0.0,0.0,-0.3270708177804431,0.0,0.0,-0.30786315821945276,0.0,-0.17936505453340476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.8125,0.5833333333333334,0.0,0.0,-0.943203085417679,0.7185719711355869,0.0,-0.9247000030848012,0.0,-0.6878334117901377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.0625,0.5833333333333334,0.0,0.0,-0.26089563967615514,0.0,-0.4,-0.24205406628209478,0.0,0.5170014235999016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-0.6875,0.75,0.0,0.0,-0.6465314900788932,0.0,0.6,-0.6255565495470484,0.0,-0.5816479342157472,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.1875,1.0,0.0,0.0,-0.34080216723708295,1.3535890619065705,0.2,-0.3581659828690708,0.0,-0.3058592300045368,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.625,0.08333333333333333,0.0,0.0,-0.3443177235738732,0.0,0.2,-0.32501465280562675,0.0,-0.3081802240498786,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.6875,0.9166666666666666,0.0,0.0,0.8380259117181766,0.0,0.4,0.8507881667026561,0.0,0.2659244795185076,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.75,0.4166666666666667,0.0,0.0,-0.17048380259117182,0.0,-0.6,-0.1521423944226795,0.0,2.098963659092622,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.875,0.5,0.0,0.0,0.620061418837178,0.0,-0.6,0.6340294701339831,0.0,2.127658227938112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.3125,-0.5,0.0,0.0,0.6892971989287893,0.0,0.6,0.702882232573444,0.0,0.04829715550233452,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.625,0.75,0.0,0.0,-0.2303309792892372,2.4999999999999996,0.6,-0.28285570328325677,0.0,-0.38537765624704773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-0.6875,0.25,0.0,0.0,-0.5516528284718704,1.6650208887200915,0.0,-0.5762819919589517,0.0,-0.3647032555070277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.0625,-0.3333333333333333,0.0,0.0,0.3822443725248932,0.0,-0.2,0.3975280459841029,0.0,0.7968404899686694,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.875,-0.75,0.0,0.0,-0.8814947318354306,0.0,0.4,-0.8415748938314259,0.0,-0.6801081423941224,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.4375,-0.25,0.0,0.0,0.8621798517262416,2.4999999999999996,-0.2,0.7784392962540231,0.0,1.3249348998146904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.4375,-0.8333333333333334,0.0,0.0,0.8027462698913279,0.0,0.8,0.8157036945635521,0.0,-0.006741122411103207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.625,0.0,0.0,0.0,0.819993175684758,2.145081655905811,-0.2,0.7747786655150076,0.0,1.278515018907853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.0625,0.5833333333333334,0.0,0.0,-0.6109623318478384,0.0,0.6,-0.5901841626307185,0.0,-0.5648743638040329,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.5,-0.5833333333333334,0.0,0.0,0.8572994323410503,2.4999999999999996,-0.2,0.7786038189838665,0.0,1.3195647567293893,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.0625,0.5833333333333334,0.0,0.0,-0.707371294448523,0.0,0.6,-0.686059783446957,0.0,-0.6103385412804354,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.625,-0.08333333333333333,0.0,0.0,-0.6222121121255674,0.0,-0.4,-0.6013717082600694,0.0,-0.07935751699146835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.375,-0.4166666666666667,0.0,0.0,0.4583871868311396,0.0,-0.6,0.4732496323945255,0.0,2.127658227938112,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.5625,0.4166666666666667,0.0,0.0,-0.2867039591368275,0.0,0.6,-0.26771961213766443,0.0,-0.4119618149344508,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.2797142059495622,0.0,-0.4,0.29556508416365906,0.0,1.40928710497236,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.875,0.16666666666666666,0.0,0.0,-0.46852026097835864,0.0,-0.4,-0.44853009223555546,0.0,0.17431347925824897,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.1875,0.0,0.0,0.0,0.672422528512196,0.0,-0.4,0.6861009141294178,0.0,2.05745882439945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.5625,0.75,0.0,0.0,0.8356684209982111,0.0,0.0,0.8484437178023876,0.0,0.7801953218885951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.5,-0.6666666666666666,0.0,0.0,-0.9426654120955817,0.0,0.0,-0.888834047978941,0.0,-0.687389692340293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.75,0.3333333333333333,0.0,0.0,-0.5447044347709201,0.0,0.0,-0.5242928093284388,0.0,-0.35896903492441834,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.375,0.8333333333333334,0.0,0.0,-0.2763640875580325,1.1439422711735663,0.0,-0.28840834541547133,0.0,-0.13751889718650578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.5625,0.3333333333333333,0.0,0.0,-0.8722715663871454,2.4999999999999996,0.6,-0.9029830027454732,0.0,-0.6881015938752089,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,-0.6666666666666666,0.0,0.0,-0.90895743074871,0.0,0.0,-0.8504591212429693,0.0,-0.6595718960615633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.3125,0.6666666666666666,0.0,0.0,-0.8492756919959055,0.0,-0.2,-0.7953028760629711,0.0,-0.5582559550136743,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.5,0.8333333333333334,0.0,0.0,0.282237134614788,0.0,0.0,0.29807405579377066,0.0,0.32347147893683675,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.0625,-0.9166666666666666,0.0,0.0,-0.03672722384787979,0.0,0.8,-0.019125767344294685,0.0,-0.353132417545691,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.25,-0.5,0.0,0.0,0.713161622532648,0.0,-0.6,0.7266146363533535,0.0,2.127658227938112,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.75,-0.25,0.0,0.0,-0.9841489768697073,0.0,-0.6,-0.9319390031979107,0.0,-0.5869725676138845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.375,0.75,0.0,0.0,-0.2531614157352166,2.4999999999999996,-0.2,-0.3230403800475059,0.0,0.09767516607480363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.3125,0.9166666666666666,0.0,0.0,-0.43059361202733853,0.0,0.2,-0.4108132564189571,0.0,-0.3651401485037979,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.5,-0.08333333333333333,0.0,0.0,0.32132184918263323,0.0,0.6,0.33694255071927287,0.0,-0.12523128165234287,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.9375,0.4166666666666667,0.0,0.0,0.46583189436787203,0.0,0.8,0.4806531552374783,0.0,-0.14576183927400665,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.5,0.08333333333333333,0.0,0.0,-0.6726706854300869,0.0,0.4,-0.6515511408623048,0.0,-0.5652189371496998,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.75,-0.75,0.0,0.0,-0.717504368595742,0.39042916824914553,-0.6,-0.6940802665268223,0.0,0.2932302918166472,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.125,0.3333333333333333,0.0,0.0,0.3995739972909536,0.0,-0.4,0.4147618019351985,0.0,1.6071177150723817,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.9375,0.4166666666666667,0.0,0.0,-0.544911232202496,0.0,0.8,-0.5244984627407431,0.0,-0.5628239898627171,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.6875,-0.6666666666666666,0.0,0.0,-0.05409820810025533,0.0,-0.4,-0.036400653977851104,0.0,0.8583240773266473,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.9375,-0.5,0.0,0.0,-0.5181930040428897,0.0,0.8,-0.49792804187103473,0.0,-0.5517992681473433,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.5,0.6666666666666666,0.0,0.0,0.13971234477267794,2.094948727687049,0.4,0.09961851292017551,0.0,-0.11826829951631739,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.75,0.3333333333333333,0.0,0.0,0.0045081840083546305,1.3991644511963541,-0.2,-0.015999835477270217,0.0,0.3812005171038204,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.1875,0.16666666666666666,0.0,0.0,0.3216113655868395,0.0,0.4,0.33723046549649877,0.0,-0.018192497443635488,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.4375,-0.75,0.0,0.0,-0.2563460961814854,2.4999999999999996,0.2,-0.3119350957830768,0.0,-0.2501007612917356,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.4375,0.16666666666666666,0.0,0.0,-0.9881608470422797,0.0,0.0,-0.9435789863343308,0.0,-0.724935184250235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.25,0.6666666666666666,0.0,0.0,-0.1268495445286569,0.0,-0.2,-0.10874952442648404,0.0,0.23666175067233464,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.0625,-0.5833333333333334,0.0,0.0,0.3544094382347772,0.0,0.6,0.36984709668795185,0.0,-0.10962796033912027,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-0.5,-0.3333333333333333,0.0,0.0,0.6030213104753238,0.0,0.8,0.6170836289601134,0.0,-0.08915347715342598,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.3125,-0.8333333333333334,0.0,0.0,-0.33914778778447574,0.0,-0.2,-0.3198733174980206,0.0,0.003060526461749849,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.25,0.25,0.0,0.0,0.601863244858499,0.0,0.6,0.6159319698512098,0.0,0.007065378932143611,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.9375,-0.08333333333333333,0.0,0.0,0.5162077486997613,0.0,-0.4,0.5307503264747921,0.0,1.7996236917742663,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.5625,0.16666666666666666,0.0,0.0,-0.29261836567989824,0.0,0.8,-0.2736012997295658,0.0,-0.45872058047605974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.8125,-0.25,0.0,0.0,0.30572932284181026,0.0,-0.6,0.32143628343153274,0.0,2.127658227938112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.6875,0.4166666666666667,0.0,0.0,0.3814585422849048,2.4999999999999996,0.0,0.3188039197540385,0.0,0.40535478356588306,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.9375,-0.75,0.0,0.0,-0.7763589176222431,1.0178503608051652,0.6,-0.7574215175165294,0.0,-0.6428714662185046,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.3125,0.9166666666666666,0.0,0.0,-0.1953822133529101,0.0,0.4,-0.17690306526411037,0.0,-0.30262804221592354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-0.25,-0.8333333333333334,0.0,0.0,0.07349580718207484,0.0,-0.2,0.09048750141386722,0.0,0.4571106752926487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.625,0.3333333333333333,0.0,0.0,0.03647906692998882,0.0,0.6,0.05367554061140764,0.0,-0.2595563740075485,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.5,-0.8333333333333334,0.0,0.0,0.2508452845015665,0.0,0.2,0.2668558678059866,0.0,0.08475041492035099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,-0.08333333333333333,0.0,0.0,0.06625789707691834,2.4999999999999996,0.2,-0.008061613762326385,0.0,-0.037115425366246305,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.5625,-0.5,0.0,0.0,0.2521687880636522,0.0,0.2,0.2681720496447337,0.0,0.08562420091389145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1
-0.8125,-0.4166666666666667,0.0,0.0,-0.40230372338775544,0.893277630079757,0.2,-0.4068647109027157,0.0,-0.3464629728918704,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.625,0.5,0.0,0.0,0.9198763351359176,0.0,0.2,0.9321857872926756,0.0,0.5264492346550579,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.5625,0.0,0.0,0.0,-0.13946418785478684,0.0,0.0,-0.12129438257704295,0.0,-0.024541098802953003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
